transaction_id,customer_id,transaction_amount,transaction_timestamp,region,state,customer_category,account_balance
1440,8f141411-8985-4a06-8599-8315d7b0259b,9968.09,2023-03-21 06:19:30,North America,USA,Low-Profile,152.08
1441,ff3d9e3e-224e-480f-98bb-898e8434086d,7269.04,2023-05-13 11:04:43,North America,USA,Medium-Profile,9132.32
1442,a27ee629-cd29-4407-b302-7c6e7d7d8d3e,5577.33,2023-03-19 17:46:11,Africa,Kenya,High-Profile,46152.72
1443,75645325-734a-4f76-9942-f6accbc18fc9,5028.0,2023-03-13 07:15:39,Europe,UK,Low-Profile,1524.52
1444,75b7bb8c-60ed-4284-9c6c-3d5c3a286608,1927.57,2022-08-30 06:31:07,South America,Brazil,Low-Profile,2358.13
1445,1441550d-de6d-4e7d-a06b-80e8d34cc907,2275.59,2023-06-14 04:43:10,North America,USA,Low-Profile,4699.62
1446,39a7de6e-9f9f-41d3-a342-5c0fa2cfdfd5,3430.92,2022-07-29 20:07:58,South America,Brazil,Medium-Profile,6646.15
1447,06bc9194-8e0f-49de-b8bb-e65a43df92b6,525.76,2023-03-29 05:02:25,South America,Brazil,Medium-Profile,8548.36
1448,b59e4200-bc03-4f9e-a8fa-2d77ac4a8c06,9837.13,2023-01-09 22:06:41,Africa,Nigeria,High-Profile,74841.11
1449,56e61522-2e1b-468c-aefa-c23acd56a750,2818.97,2023-01-24 22:46:22,Europe,Germany,High-Profile,17129.18
1450,7323532f-a26d-43c8-a983-cfa2abec5fda,471.54,2023-04-09 16:04:24,South America,Mexico,Medium-Profile,7338.6
1451,269f70f6-c06d-4bc8-b6a9-a072827fc782,6059.36,2022-10-27 04:22:06,South America,Mexico,Low-Profile,1451.28
1452,08a5a3f7-7620-4eb9-81ca-4f18cc7a7188,5619.79,2023-06-01 01:03:29,Europe,Germany,High-Profile,61158.88
1453,1df087cf-c91a-44a1-9838-d59c9f4223c4,7920.14,2023-01-26 13:18:17,North America,Canada,Medium-Profile,7548.28
1454,e7c08e12-e44f-4bf4-b5b7-f39bddc70803,9088.75,2022-08-23 21:59:42,Africa,South Africa,Low-Profile,3075.35
1455,162d7b36-550a-46da-a931-6a8de1765356,9269.15,2023-03-18 01:51:20,North America,Canada,Low-Profile,252.54
1456,1e138613-7926-44e2-9d65-838a176fa57a,5473.5,2022-08-02 02:46:20,Europe,Ireland,High-Profile,22853.29
1457,c7efaaac-fd0c-46c3-87dc-2e4746f1a5c9,5798.72,2023-04-20 11:16:17,South America,Mexico,High-Profile,84128.1
1458,4dc99bda-ad0c-4306-9ec6-479339a90076,7090.31,2022-07-16 22:15:24,Europe,Sweden,Medium-Profile,7892.71
1459,906a41af-4b55-4d9e-953c-77755c81773a,826.64,2022-11-24 09:51:58,Africa,Nigeria,Low-Profile,1788.77
1460,679e029d-449c-426b-b62f-801533d7b85f,639.95,2022-09-24 15:23:10,North America,Canada,High-Profile,88271.32
1461,2f70101d-551c-4174-9abd-20e2a0bcf777,4722.79,2022-12-14 13:09:55,North America,USA,Medium-Profile,6674.39
1462,ed6df406-7c1c-46bf-9b0a-5fa1b037e01e,5708.97,2023-02-24 01:07:03,Africa,Nigeria,High-Profile,66269.45
1463,3ac6a9bd-46aa-4ada-bdda-eed055009474,9376.46,2023-01-18 16:03:02,North America,USA,Medium-Profile,5807.24
1464,19804d58-bce2-4a09-9f43-62f79056be32,9607.5,2022-07-24 10:20:59,North America,USA,High-Profile,12163.71
1465,48efbf0c-da37-4b34-89ee-386091719205,5341.86,2023-01-06 07:21:33,South America,Brazil,Low-Profile,3665.8
1466,cbf0737b-abdf-4004-872c-e111bbfde1ef,9954.22,2023-05-11 20:46:43,Europe,Germany,Low-Profile,1183.58
1467,5ab11fc8-d023-40ba-9589-06f36eec631b,8826.27,2023-02-07 19:49:31,North America,USA,Medium-Profile,5646.12
1468,8a9c14b5-3df5-4486-894d-8649c043a8d7,578.35,2023-03-09 11:12:41,North America,Canada,High-Profile,30453.49
1469,8f79d629-7f80-433a-9518-871f9a768ec4,5438.33,2023-01-26 17:04:41,South America,Mexico,Medium-Profile,5452.8
1470,e1a1260d-f44d-4225-a397-3f506324573c,6680.36,2023-05-13 16:17:28,South America,Mexico,Medium-Profile,8860.76
1471,b4838b35-d8b0-4d2b-87be-ffb6ba735404,1705.45,2023-05-14 10:41:09,Europe,UK,Low-Profile,144.72
1472,dab17a56-838f-4baa-b582-fd599de35081,2397.22,2023-03-05 02:38:57,North America,Canada,High-Profile,56247.99
1473,0746ba44-bd69-4291-9979-4223d7aec8a4,7966.65,2023-02-22 04:18:05,Europe,Ireland,High-Profile,26875.4
1474,c8cbf645-8c97-402b-8d94-701e36b040b2,7506.23,2023-05-10 12:05:54,South America,Mexico,Low-Profile,45.44
1475,c32dfd33-241d-4dc2-918c-78001795ffee,6483.33,2022-09-29 16:24:36,North America,Canada,Medium-Profile,9223.99
1476,8b0895e8-c39f-4285-8d81-46d471bc84f1,796.97,2023-06-07 06:21:20,North America,Canada,Low-Profile,697.25
1477,0c9b6c1e-d8ee-4ce6-bb09-4d01717bf788,5692.5,2022-09-06 09:41:52,North America,Canada,Medium-Profile,9629.14
1478,b2c08a8e-b762-422a-af3d-24d1147ab1fd,6600.27,2023-04-01 02:58:57,North America,Canada,Medium-Profile,6312.43
1479,bd16fd86-820c-4225-bdfe-6d4877b3f1c3,5812.57,2022-12-25 03:56:53,Europe,Germany,Low-Profile,2997.99
1480,8a3d2371-6936-457a-86db-3e1287d74c0b,5503.96,2022-10-08 08:44:56,South America,Brazil,Medium-Profile,9477.78
1481,59ba93c3-5fb2-48df-a204-aff92636daed,9666.26,2023-04-28 13:27:03,Europe,Ireland,Medium-Profile,7630.47
1482,1bede605-2304-4602-a83e-a83fd0cd09f8,6878.0,2022-09-30 16:47:08,Africa,Ghana,High-Profile,14649.16
1483,6421d503-9901-43f2-b9cf-7623b31b9005,493.9,2023-06-11 21:58:53,North America,USA,High-Profile,77256.78
1484,a00e7c04-9684-4dad-8261-682fcc48ca2d,480.09,2023-04-02 19:19:48,South America,Mexico,Medium-Profile,5033.98
1485,66e5c46f-5396-4205-a608-2f24a7457361,7638.8,2022-12-12 05:14:22,Africa,South Africa,Medium-Profile,7223.56
1486,2346ea7b-b6e8-4460-97fb-f1efb406287a,5765.87,2022-08-25 20:14:32,South America,Mexico,Low-Profile,3406.41
1487,3b53e175-1226-4829-939a-12dbbe474db8,7160.13,2022-08-01 12:54:43,North America,USA,Low-Profile,2480.21
1488,37b58666-8edf-470a-88f6-4bf9fb594169,78.66,2022-11-10 22:18:13,South America,Brazil,High-Profile,76562.31
1489,163c9f94-ff87-43b8-bf6d-f4da6a83d7d7,2110.49,2022-08-15 12:07:30,North America,USA,Medium-Profile,9073.97
1490,9469f4d0-4ff6-47b5-84c5-97acd11dfaf5,4174.5,2023-05-28 04:34:36,North America,USA,Low-Profile,668.89
1491,d5fa24cc-7cec-4a0f-82d3-23158df99ce9,9533.12,2022-12-28 11:05:32,Africa,Nigeria,High-Profile,41304.01
1492,81c3f0c8-6c1f-42fd-8448-eabd266c8a55,6202.73,2022-12-25 10:40:26,North America,Canada,Medium-Profile,6448.64
1493,ebf7ae4c-700d-48b0-938f-f02dc2316842,2388.28,2023-05-01 17:21:51,South America,Mexico,High-Profile,75017.02
1494,5a14b510-0fac-4bec-909c-58297ca5954c,74.91,2023-03-05 10:58:59,Europe,Sweden,High-Profile,45182.57
1495,e8f62a80-f1cd-46c4-87a1-b7655054b28c,9764.59,2022-11-17 01:23:02,Africa,Kenya,Low-Profile,2221.98
1496,ed736cc2-3965-4063-b091-db1bd3922fb1,3033.53,2022-11-03 00:23:16,North America,Canada,Low-Profile,1333.97
1497,51dbca63-b51d-4686-947f-ea13e829f52a,5059.75,2022-09-04 11:58:38,North America,USA,Medium-Profile,9224.32
1498,16fb9d69-a96d-4d65-a27d-8d599ef763c1,3597.4,2023-04-09 20:43:08,Europe,Ireland,High-Profile,15481.5
1499,8172c343-1d80-4bd2-969b-45a92cae9983,7015.95,2023-04-22 04:21:29,Europe,UK,Medium-Profile,6646.9
1500,a0d267a4-4fc4-444c-b16d-ec3dd0b4b56c,6934.08,2023-06-16 14:04:27,South America,Brazil,Low-Profile,685.26
1501,2d906dfb-d439-420a-b3b9-f75f2e1c6686,8622.25,2022-08-01 03:02:14,North America,Canada,High-Profile,72362.82
1502,ceded3c0-c9fa-46fe-a838-242f40d692a1,9873.7,2023-06-04 19:12:56,Europe,UK,High-Profile,61208.49
1503,d14554e2-e675-48c3-8895-fd9d3db16151,5315.26,2022-09-19 23:23:51,South America,Mexico,High-Profile,77661.83
1504,ba5affb5-f8da-4702-b80e-354ef530d198,5683.12,2023-01-13 10:49:22,Europe,Sweden,Low-Profile,1303.54
1505,6b6fdef9-3944-4c1a-a204-3558459f1d3a,5183.28,2022-09-12 06:36:07,South America,Mexico,High-Profile,61237.45
1506,80f3ad1d-9600-4348-9490-a5b09f8f8cdb,6317.59,2023-06-03 09:11:46,South America,Mexico,Low-Profile,1164.29
1507,aa52b862-3bc6-42de-a5f6-2cb3f6fef3d2,4920.53,2022-08-30 23:28:29,South America,Brazil,High-Profile,21215.2
1508,ee4b45d2-e9af-4b24-b9d2-5368fe06d390,6525.11,2023-05-20 11:35:04,South America,Brazil,High-Profile,59858.15
1509,436195f5-dc23-4eb1-9a8c-28b216d202b5,2980.25,2022-08-06 03:37:44,Europe,Sweden,Medium-Profile,8538.1
1510,6ac3015c-df92-4f5f-87d4-7c62d45be80b,1063.03,2023-05-08 20:36:21,South America,Brazil,Medium-Profile,9498.72
1511,65a367d2-d5f4-4ceb-9164-296f14860288,6284.44,2022-11-24 05:49:13,Africa,Ghana,High-Profile,85089.23
1512,c54671cc-438b-42e2-9546-f45113b160cb,5773.96,2023-07-10 08:39:42,North America,USA,Medium-Profile,9033.87
1513,b2576997-498a-4380-a9c8-8890950b9d9c,2518.82,2022-09-05 01:40:21,South America,Brazil,Medium-Profile,5407.24
1514,edfbe325-f2ba-42f6-b8ee-d36137860f29,4350.71,2023-06-11 00:06:50,Africa,Ghana,Medium-Profile,6325.57
1515,13ba6255-f378-4a8e-a293-af648bdf0bd2,4320.67,2023-06-04 15:18:49,North America,Canada,Low-Profile,816.77
1516,35f8bc1d-38db-4b9e-aa8b-e2134bb26089,1044.03,2023-04-19 01:15:39,Africa,South Africa,Medium-Profile,7640.95
1517,1249993d-5b1e-4ee7-b04b-a330244149aa,4673.14,2023-01-12 19:58:18,Africa,Nigeria,Low-Profile,2178.36
1518,3c7e5363-3adc-4910-85c3-cd7095f43538,1291.73,2022-12-15 20:56:28,North America,Canada,High-Profile,16775.08
1519,ef649eee-346e-477e-b9ee-d6788d890d81,1124.86,2023-05-29 02:09:29,Africa,South Africa,Low-Profile,678.31
1520,262527b5-0fb4-49c1-8a79-46422de13d8a,2601.22,2022-12-02 06:38:20,South America,Mexico,Low-Profile,4105.71
1521,17084e52-25f5-46c2-893d-e33d02f15561,9694.94,2023-06-24 23:19:20,North America,Canada,Low-Profile,2860.86
1522,4d6d7b39-81de-4dbd-af04-0c3e5500e0b5,9323.55,2023-01-07 16:02:48,South America,Mexico,Medium-Profile,6704.81
1523,351c6465-92ca-413c-9f60-978c52a01f39,9976.72,2023-06-10 09:21:33,Africa,Ghana,High-Profile,93760.5
1524,e3894f71-4eda-40f6-8a0d-5c42928570c6,247.42,2023-02-08 16:38:47,South America,Mexico,Low-Profile,1115.05
1525,6307421f-2718-4252-823a-674f288a72f6,4079.55,2022-10-08 13:52:16,South America,Brazil,Medium-Profile,5326.38
1526,94b14d80-148f-4890-a10f-bb53c69d4e68,8218.57,2022-11-23 07:58:31,South America,Mexico,High-Profile,56280.43
1527,96311af8-07d5-467f-9284-fa6a146d5b66,5392.37,2023-05-28 04:58:54,North America,USA,High-Profile,92063.67
1528,74a6e438-fa75-4d85-9e8e-acb6d235fa2c,4391.87,2022-07-24 04:10:57,Africa,Kenya,Low-Profile,485.09
1529,6a915874-eb8e-4f55-b56f-bf229997f8eb,643.32,2022-07-20 00:16:11,Europe,Ireland,Medium-Profile,5275.51
1530,c17523c3-f34f-4acf-980c-64babbedc1be,4269.52,2022-10-29 05:23:41,North America,Canada,High-Profile,95219.22
1531,48ae3bfa-fbf3-45a8-a181-1b92514bbd0d,2752.43,2023-06-14 23:53:20,North America,Canada,High-Profile,15944.98
1532,ba8c5e4f-e367-43a9-bd69-858619baca78,9725.71,2023-05-07 05:31:02,Europe,Sweden,Medium-Profile,8309.05
1533,efff0657-c4b9-4687-9d5f-357dd1e65022,8169.09,2022-09-28 16:38:15,Europe,UK,Medium-Profile,8576.61
1534,c2898352-2969-4093-863b-396f14a878a7,2682.16,2022-11-11 16:45:13,North America,USA,Medium-Profile,8334.68
1535,72d5ac42-40c0-49dd-9bfd-dd868d7573ca,1026.19,2022-10-08 18:37:12,North America,USA,Low-Profile,4348.48
1536,82ff225a-ba22-4c43-964b-4f1adf9be95f,8908.43,2023-03-24 19:12:08,North America,Canada,Low-Profile,2469.9
1537,b841c972-f3bb-4570-b4e8-3388c6d1729d,8693.65,2023-03-03 05:23:49,Africa,South Africa,Medium-Profile,6223.28
1538,6f7d91d6-c1bb-4c17-8b28-0baa7134d00f,4213.59,2022-12-27 21:03:07,South America,Mexico,Low-Profile,1759.65
1539,f9bd5d74-dcd6-4315-87ab-3db0ef49fdc0,4462.05,2022-08-30 06:47:31,Africa,Ghana,Medium-Profile,5509.39
1540,017ed5c8-4d5d-4b17-a438-423c877db560,9111.29,2022-11-11 06:46:02,Africa,Nigeria,Medium-Profile,8028.77
1541,55525cf0-4171-494d-bd20-456b491681d7,6319.17,2023-04-23 05:12:31,Europe,Ireland,High-Profile,18221.79
1542,8b5392f8-d0f3-4110-80b8-2fd68680317a,7566.71,2022-10-09 00:56:04,Europe,Germany,High-Profile,26582.38
1543,67742167-a793-4ce7-b89a-19ec9fc4252f,570.97,2023-03-18 02:25:30,Africa,Nigeria,High-Profile,11574.84
1544,bf96398c-e0d4-4e20-ba15-cbf2b5d096c0,491.0,2023-02-24 10:25:50,South America,Mexico,Medium-Profile,9991.59
1545,651f30d1-a895-48b3-bbca-ec2ab2962f20,5414.09,2022-08-24 06:14:00,Europe,Sweden,Low-Profile,1371.06
1546,270c7d91-e690-45c6-980b-0745c670097a,267.06,2022-11-01 08:25:11,Africa,Nigeria,Low-Profile,4192.0
1547,96360ff3-00e7-4749-b136-68ce06907136,7156.49,2023-02-11 13:16:24,Europe,UK,Medium-Profile,6029.41
1548,cffc3b0e-dba7-4781-bc0a-4130e0d6642a,3525.46,2023-02-22 10:43:15,Africa,South Africa,Medium-Profile,6529.07
1549,8ec288c2-591b-481a-b3c8-54c1afa85e5d,7592.63,2022-09-24 09:40:43,Africa,Nigeria,Low-Profile,3141.74
1550,44f38442-8435-42b7-9aa9-bf0c0cdab2f3,1841.83,2022-12-22 06:55:01,South America,Mexico,Low-Profile,3011.28
1551,b391f6f2-1fc8-43e9-9b11-dbdb1d4d1069,3223.93,2023-06-08 02:06:01,Europe,Germany,Medium-Profile,8516.39
1552,b795d903-3417-4768-afe8-10a1bf5f80c3,8344.75,2023-05-29 09:40:04,North America,Canada,High-Profile,54750.63
1553,022c98d3-941b-430d-9f52-9c0161215d92,9503.12,2022-11-11 23:56:40,North America,USA,High-Profile,38274.59
1554,4290f995-c71c-4945-a560-0119a22f8f4b,9579.75,2023-01-14 21:38:53,North America,USA,Medium-Profile,6049.59
1555,7da3fcd4-3743-4477-8d4e-da76ac772d08,7889.48,2023-04-14 20:35:32,Africa,Kenya,Medium-Profile,8106.13
1556,4e8936ef-0d31-434f-b8e8-d1fb960fc1c2,481.74,2022-11-23 20:56:34,Europe,UK,Low-Profile,4605.72
1557,a9d40d67-7951-4cb8-a4ba-b54c739d398b,9760.88,2023-01-20 09:50:53,North America,Canada,Low-Profile,3229.64
1558,0ce29728-a356-41c2-b816-f1d712778fe9,2329.56,2023-05-31 02:12:09,North America,USA,High-Profile,41569.99
1559,30b86942-be63-40df-a7c1-37ba2d9c8314,8327.1,2023-03-23 21:49:46,South America,Mexico,Low-Profile,4640.07
1560,c37164d2-fa52-424b-9d6a-4287fc9f4690,1655.04,2023-02-09 17:04:55,Africa,South Africa,Medium-Profile,6474.09
1561,4472ac85-b776-41cb-8169-de1fc9d6867f,3546.13,2022-09-28 19:06:36,Africa,Kenya,Low-Profile,2289.02
1562,e88f8a79-0a3e-45b9-8baf-9ed2320caedb,2590.36,2023-03-16 04:28:36,Europe,Germany,High-Profile,19312.76
1563,f6efdc34-c4f3-4e2b-9ad1-1a065983cc4d,6565.97,2022-09-21 17:26:39,Europe,Sweden,Low-Profile,1115.43
1564,daab2c4d-eae1-4924-aa52-b38b44d8febe,5457.14,2022-11-06 04:18:22,Europe,Ireland,High-Profile,37142.82
1565,22dafa14-6a32-41d0-a96c-151ce17b8214,1883.84,2023-07-10 02:46:01,North America,Canada,Medium-Profile,6678.41
1566,4c241de7-c0bc-4805-8e7e-1a3ebf96e5aa,5746.25,2022-09-29 09:16:33,North America,Canada,Low-Profile,3977.89
1567,0397892d-17a0-4ce3-b35e-123866add660,1414.69,2023-05-25 18:18:32,South America,Brazil,Low-Profile,3668.21
1568,7260500a-f3fc-47d2-8bc4-e32c7bfbde5f,8400.35,2023-01-06 01:05:45,North America,Canada,High-Profile,24844.06
1569,554a8827-c2db-448c-93c5-3ac01da8de43,1247.03,2023-02-27 13:43:02,South America,Brazil,Medium-Profile,8385.62
1570,f07a52b3-5d47-4da5-a2cd-6445992f4215,6827.03,2023-03-20 19:07:23,Africa,Kenya,Low-Profile,513.84
1571,b354279d-4490-4f54-bb96-e5e7fb28f091,1722.8,2023-07-13 20:38:03,Europe,Ireland,Low-Profile,702.96
1572,cc58dce9-f6c7-4179-b5b6-b521be613f96,4248.41,2023-05-30 04:45:45,Europe,UK,Medium-Profile,8458.89
1573,dc389137-c08b-41ea-8299-feb6013d1f2a,6743.26,2022-07-22 13:21:46,Africa,Nigeria,Low-Profile,1131.39
1574,41dbf04a-8614-42fd-ac8c-cd627162e9ac,1318.94,2022-08-10 02:37:37,Africa,Ghana,Medium-Profile,5535.15
1575,c74a4579-c597-43b2-a85e-d76b9e240024,7807.21,2022-09-30 22:06:32,Europe,Germany,High-Profile,48712.85
1576,9c69d6cb-5c48-4e05-9e68-7b8b1ddbde0f,4378.21,2022-09-08 16:41:30,Africa,Nigeria,High-Profile,18851.04
1577,2698bbb1-fb4a-469b-97e0-7079ad917ea2,4493.3,2022-08-02 20:11:22,Africa,Nigeria,High-Profile,88726.93
1578,bb5fb35f-e757-4e70-bfe3-5dcb865e66bd,7374.58,2022-11-15 11:08:55,Europe,Ireland,Medium-Profile,6339.99
1579,bde09f68-95c9-42e2-9c71-34836c1601df,9122.17,2022-07-27 11:20:45,Europe,Germany,Medium-Profile,6747.61
1580,c398676b-76a8-4ea5-88ab-2a8b30b9d9b2,3157.9,2023-07-03 20:58:19,South America,Mexico,Low-Profile,1876.61
1581,64b34c8e-3037-45c6-b1dc-2bdd9f2f8db2,6267.91,2023-01-11 03:31:24,Europe,UK,Low-Profile,1175.16
1582,8d5d70b8-551d-4f6b-ac81-3c8f0a5454de,6523.16,2023-05-16 21:08:18,Africa,South Africa,Medium-Profile,5869.8
1583,fa4e464f-2df9-4a3f-8337-a37e836baeb4,462.92,2022-12-20 16:11:12,South America,Brazil,Medium-Profile,6348.15
1584,ac42a6ee-61f9-4a9c-a33d-80e17f1eb973,8196.95,2022-09-08 17:11:14,Europe,UK,Medium-Profile,5383.98
1585,0b8315be-2db9-4695-9caa-21b8d23853a1,4137.65,2022-10-03 05:55:12,Europe,Ireland,High-Profile,17556.63
1586,dbf772c3-4d39-496d-982e-2b8f1e3ec4c1,7700.44,2023-04-10 19:40:42,Europe,Germany,High-Profile,97969.44
1587,2d140af3-acbf-4051-9fed-dfcc66d4ad9e,9643.57,2023-03-09 13:42:06,North America,USA,Medium-Profile,7608.67
1588,7e1795ea-6d7f-4bc3-9985-a86a00dee2ae,2132.83,2022-09-21 17:31:11,Europe,Sweden,Medium-Profile,6891.58
1589,d91493d8-0f63-4e50-91cf-e1d5898428b6,884.88,2023-05-13 10:53:49,South America,Brazil,Medium-Profile,7094.65
1590,ff5e5c58-eb36-4d78-9988-b1ad9a5c1c87,5146.1,2022-08-21 04:29:56,Africa,Nigeria,Low-Profile,4930.88
1591,c97a339f-405a-4647-beb4-3fb0879c004e,8208.67,2022-07-17 20:57:36,Europe,Germany,High-Profile,22925.92
1592,e0f59a68-6ace-4728-8c9a-7c3d6c0d6850,6579.84,2022-11-03 17:18:41,Africa,Ghana,Low-Profile,4643.82
1593,f89510be-5569-4dee-a9a8-0407b36e6087,4967.94,2023-05-08 13:35:26,South America,Mexico,Medium-Profile,5315.92
1594,c8c83604-a68c-4e65-abdd-d1ddecd07f85,6111.8,2023-05-23 09:42:53,North America,USA,Low-Profile,1806.08
1595,662948b5-74f7-436d-80ee-dd2b43c9dfc3,6373.38,2022-07-27 19:36:18,Africa,Kenya,Medium-Profile,7911.19
1596,d9901111-387b-43d9-8148-cd5f5501192b,2999.44,2022-10-23 22:21:59,Africa,South Africa,High-Profile,83445.11
1597,8bf74146-507b-4380-af6f-a4c4f8206b60,4321.24,2022-12-19 21:10:20,Africa,Ghana,Medium-Profile,9455.11
1598,f314772c-cfa9-49cb-a7cd-ff9d318c78b1,8136.27,2022-10-21 23:30:16,North America,Canada,Low-Profile,3150.09
1599,f978752b-e8b7-4711-9791-d15af2a0ba01,4174.41,2022-09-15 10:35:19,Europe,Ireland,Medium-Profile,8218.6
1600,164eef4c-c69b-44a6-9289-c5edf4ead698,2772.17,2023-02-02 02:35:56,South America,Brazil,Low-Profile,3680.18
1601,b7b99f15-1443-4f84-8a1a-5c78ca572008,3200.84,2023-05-02 01:46:09,North America,Canada,High-Profile,96317.58
1602,5b290200-0d0f-4df9-88aa-98ae24c7333a,1924.27,2022-08-27 21:27:01,North America,USA,Low-Profile,2033.87
1603,4e73b8c3-c324-421c-988f-0a00b8e615f0,7623.85,2022-09-26 08:14:02,North America,USA,Low-Profile,4727.47
1604,50088ff2-ac68-4b5f-9228-7ec3daab8121,6321.57,2023-06-03 13:53:44,Africa,South Africa,Low-Profile,2590.08
1605,b198a20b-25c3-4b51-afad-4cac239e6a37,75.62,2023-01-12 20:51:27,Africa,Ghana,High-Profile,23096.56
1606,5702f7af-9665-4c6c-baee-ddbb54c20c26,8779.91,2023-01-28 12:12:48,Europe,Sweden,Low-Profile,1914.52
1607,7d242f58-907e-4082-ab18-3bc592032131,1779.66,2022-10-13 04:57:16,North America,USA,Medium-Profile,8140.15
1608,b0df5c51-22da-4c11-9c95-ad7596c02471,8299.57,2023-04-26 21:24:44,South America,Mexico,Medium-Profile,8694.65
1609,9ae1f97a-3572-4cf6-b81e-b4d187052fd4,292.67,2022-09-06 08:41:21,Africa,Kenya,High-Profile,53911.02
1610,7afbe5bf-ae10-481b-8b2d-fa5913f2d053,2043.36,2022-10-14 05:46:50,South America,Brazil,High-Profile,99608.07
1611,2fbd5269-19ad-43b4-bb7f-07b6fe152630,4802.35,2022-10-23 02:13:57,Europe,UK,Medium-Profile,6455.0
1612,512a4622-76aa-422d-8cb3-ed3fe863bc5d,8689.72,2022-08-31 21:21:32,South America,Brazil,Medium-Profile,8593.5
1613,cfca745b-f79b-448a-a4b5-7360689cd366,5862.77,2022-11-28 04:49:34,North America,Canada,Medium-Profile,5408.4
1614,0daea051-6edc-4afb-bd3b-5086e89865f3,2178.03,2023-04-01 19:31:06,South America,Brazil,Medium-Profile,6677.03
1615,894f4d68-5726-45ce-ba8b-cbc7a61cb02b,9522.69,2022-09-02 14:37:42,Africa,Ghana,Low-Profile,3185.43
1616,908690c4-2c4d-4114-a88c-cfca4e05413b,8986.78,2022-09-20 09:45:39,North America,USA,Medium-Profile,9649.68
1617,a63a89f2-f681-4eff-8407-193f40c505d7,4587.59,2022-07-19 21:29:21,South America,Mexico,Low-Profile,1102.35
1618,282cd6e9-173a-4e21-9a58-7b096bd20fc5,1646.5,2023-03-03 17:13:32,South America,Mexico,High-Profile,94022.24
1619,46ac6c9c-fd2b-4ae9-b8ce-23056ee97f85,9326.09,2022-10-30 11:02:29,Africa,South Africa,Low-Profile,421.07
1620,7b694708-1d70-4ebe-876e-564abe6184b2,9845.77,2022-12-30 21:04:36,South America,Mexico,High-Profile,74340.86
1621,a539fa2e-b20e-4eed-8c0e-c579eac2b53d,4299.02,2022-11-02 02:09:38,Europe,Ireland,High-Profile,96803.94
1622,c1129c10-25bb-4594-ad2b-8727f2470259,2895.07,2022-07-28 19:00:10,North America,USA,High-Profile,70607.78
1623,1ca28524-0c4f-40f2-ad0a-68279c7653ee,6145.38,2023-06-02 11:34:49,South America,Brazil,High-Profile,55824.22
1624,b8cd7f63-f91f-4d43-b14e-b0083397805c,247.67,2023-02-21 22:08:02,North America,Canada,Low-Profile,2666.54
1625,1556d210-f57c-4d7a-a904-e9520b98df97,9959.94,2022-10-09 17:15:26,South America,Brazil,High-Profile,31509.79
1626,72e0ef2d-4c35-481c-bfad-f8699ec592fe,2813.56,2023-02-01 00:39:26,North America,USA,Medium-Profile,9625.32
1627,6882b366-d1a0-47fe-811d-0fdc8bf43acd,3661.77,2023-05-10 10:41:09,Europe,Ireland,Low-Profile,1692.53
1628,24f5ee04-82a9-4285-a39c-208ffcaeb114,71.91,2023-01-24 09:20:08,South America,Mexico,Low-Profile,2039.69
1629,ac801edd-fb0f-40f4-a3f5-2c8575c6841d,9802.63,2023-06-12 10:45:39,South America,Brazil,High-Profile,12836.17
1630,938948db-a1fa-4eba-828e-3db55f6c0b6d,1216.93,2023-06-18 19:50:08,South America,Brazil,Medium-Profile,6843.63
1631,6f812450-ac9c-434c-a34d-4038c1ca87c7,7697.54,2022-08-18 01:41:24,Europe,UK,High-Profile,85976.73
1632,20442aef-534e-4c6d-a304-1661d4632e13,1393.88,2023-04-30 07:01:12,Africa,Ghana,High-Profile,70511.34
1633,c582c004-1f6a-49c1-94d2-5c6d965f6cd8,6892.12,2023-07-01 23:39:29,South America,Brazil,Low-Profile,4127.67
1634,e5f7d774-c745-41cf-8bc1-a143eac911da,7913.32,2023-05-27 15:32:34,North America,Canada,Medium-Profile,9841.04
1635,96580883-1b8c-4950-a1bf-2c7dea6efc89,1479.38,2022-07-16 12:11:00,Europe,Sweden,High-Profile,14487.41
1636,8d0f40e5-c854-4755-b035-fc57b0c1ac99,1499.94,2022-12-03 23:29:39,North America,USA,High-Profile,34618.78
1637,e4f71bbf-68aa-40f9-bc20-f52b1eb1150e,3997.18,2023-05-16 15:38:33,Africa,Ghana,Low-Profile,2513.15
1638,c071ceec-ba23-452e-93ed-d1ebf2fcf4b7,2578.53,2023-02-21 16:27:57,North America,USA,Low-Profile,4661.33
1639,c6ad31a0-281f-4a4b-a0ad-e07066e218f3,6659.81,2023-07-02 01:19:04,Europe,Germany,High-Profile,95798.47
1640,44abecb8-199a-46a1-9c7b-c93f29034d84,9032.0,2022-12-06 15:38:50,North America,USA,High-Profile,16499.19
1641,d41fc719-f46f-4bf1-971c-3f1784c20d64,6844.67,2022-09-11 05:35:31,South America,Mexico,Medium-Profile,7426.45
1642,5f0eea99-0eb6-457e-852d-7456c3d3b454,1494.67,2022-11-14 01:59:38,Europe,UK,Low-Profile,4299.7
1643,66b1186b-d03f-4838-a2be-a2730566a423,2131.14,2023-04-02 13:29:19,North America,USA,High-Profile,96610.43
1644,a50866d9-2e47-403b-83e3-6646883d5064,5184.14,2023-01-09 12:51:09,Europe,Germany,Medium-Profile,6331.16
1645,4bb8464c-cc3b-4831-9463-79456c394fc6,314.4,2022-08-26 21:06:47,South America,Mexico,High-Profile,94097.82
